Experiment ID:,3817,
Experimetn Name:,CCA1 OX EXP25 ,

sample,biol. desc.,Exp. Cond,,anal.,date,method,params,data type,data window,attention,period,period err,phase by fit,phase to DW,phase err,amplitude by fit,amplitude err,phase method specific,phase to DW,phase err,amplitude method specific,amplitude err,phase by averaged peaks,phase to DW,phase err,amplitude by averaged peaks,amplitude err,phase by first peak,phase to DW,phase err,amplitude by first peak,amplitude err,GOF,ERR,

1113,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.08,0.496736,9.71,9.71,0.0,456.0,0.0,9.71,9.71,0.824225,472.9,77.54,9.05,9.05,1.48,611.0,43.72,8.2,8.2,0.0,612.0,0.0,0.258745,0.163967,
1113,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.64,0.0,9.08,9.08,0.0,456.7,0.0,8.5,8.5,0.0,559.0,0.0,8.53,8.53,0.061101,560.0,0.78469,8.5,8.5,0.0,559.0,0.0,0.33589,0.33589,
1113,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.57,1.29,9.24,9.24,0.0,451.7,0.0,9.1,9.1,0.0,435.6,0.0,8.66,8.66,0.130128,584.0,40.98,8.6,8.6,0.0,603.0,0.0,0.328479,0.043938,

1114,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,17.16,1.101,8.05,8.05,0.0,47.17,0.0,7.8,7.8,2.192,47.29,29.23,7.76,7.76,2.184,65.09,34.68,8.9,8.9,0.0,17.44,0.0,0.738063,0.618101,
1114,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,35.0,0.0,30.03,30.03,0.0,49.38,0.0,27.0,27.0,0.0,82.39,0.0,27.0,27.0,0.0,82.39,1.183121190946737E-10,27.0,27.0,0.0,82.39,0.0,0.823854,0.823854,
1114,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,X,38.38,4.61,26.18,26.18,0.0,48.2,0.0,26.06,26.06,0.0,46.61,0.0,24.46,24.46,4.073,87.94,27.42,25.9,25.9,0.0,78.25,0.0,0.714997,0.396946,

1115,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.28,0.248057,8.81,8.81,0.0,899.0,0.0,8.73,8.73,0.409072,879.0,63.14,8.22,8.22,0.04,964.0,4.569,8.2,8.2,0.0,967.0,0.0,0.170027,0.071832,
1115,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.3,0.0,8.78,8.78,0.0,899.0,0.0,7.6,7.6,0.0,926.0,0.0,7.6,7.6,3.552713678800501E-15,926.0,0.043681,7.6,7.6,0.0,926.0,0.0,0.131677,0.131677,
1115,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.19,1.78,7.77,7.77,0.0,870.0,0.0,7.58,7.58,0.0,847.0,0.0,6.61,6.61,2.18,963.0,241.2,7.7,7.7,0.0,897.0,0.0,0.185002,0.070701,

1116,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.33,0.480176,9.88,9.88,0.0,692.0,0.0,9.82,9.82,0.777462,682.0,88.81,9.37,9.37,0.06,713.0,5.523,9.4,9.4,0.0,711.0,0.0,0.312373,0.13022,
1116,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.54,0.0,9.59,9.59,0.0,691.0,0.0,7.5,7.5,0.0,651.0,0.0,7.53,7.53,0.061101,651.0,0.003604,7.5,7.5,0.0,651.0,0.0,0.289175,0.289175,
1116,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.23,1.78,8.62,8.62,0.0,689.0,0.0,8.48,8.48,0.0,663.0,0.0,6.77,6.77,0.779487,683.0,30.88,7.2,7.2,0.0,688.0,0.0,0.275358,0.069275,

1117,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.39,0.816069,9.42,9.42,0.0,638.0,0.0,9.42,9.42,1.321,638.0,134.7,9.41,9.41,0.02,638.0,0.004687,9.4,9.4,0.0,638.0,0.0,0.580565,0.211129,
1117,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.66,0.0,9.15,9.15,0.0,638.0,0.0,6.4,6.4,0.0,641.0,0.0,6.41,6.41,0.061101,641.0,0.025041,6.4,6.4,0.0,641.0,0.0,0.50505,0.50505,
1117,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,31.09,1.46,8.03,8.03,0.0,606.0,0.0,7.96,7.96,0.0,587.0,0.0,5.21,5.21,2.98,668.0,17.39,6.7,6.7,0.0,658.0,0.0,0.466662,0.060442,

1118,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.71,0.480621,7.98,7.98,0.0,663.0,0.0,7.84,7.84,1.027,652.0,92.84,7.32,7.32,0.48346,813.0,19.11,7.1,7.1,0.0,812.0,0.0,0.252515,0.142393,
1118,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.939999999999998,0.0,7.71,7.71,0.0,663.0,0.0,6.8,6.8,0.0,799.0,0.0,6.83,6.83,0.061101,799.0,0.025978,6.8,6.8,0.0,799.0,0.0,0.253398,0.253398,
1118,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.33,1.78,7.27,7.27,0.0,647.0,0.0,7.07,7.07,0.0,635.0,0.0,6.54,6.54,1.465,803.0,122.1,7.3,7.3,0.0,732.0,0.0,0.272688,0.071412,

1119,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.35,0.283043,9.31,9.31,0.0,745.0,0.0,9.2,9.2,0.46329,721.0,64.42,8.72,8.72,0.404145,793.0,28.82,8.5,8.5,0.0,807.0,0.0,0.210335,0.089348,
1119,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.560000000000002,0.0,9.04,9.04,0.0,745.0,0.0,7.7,7.7,0.0,781.0,0.0,7.67,7.67,0.061101,781.0,0.13221,7.7,7.7,0.0,781.0,0.0,0.154543,0.154543,
1119,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.33,1.68,8.29,8.29,0.0,703.0,0.0,8.12,8.12,0.0,692.0,0.0,6.84,6.84,1.561,858.0,242.7,7.6,7.6,0.0,812.0,0.0,0.241387,0.072425,

1120,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.71,0.4138,10.01,10.01,0.0,551.0,0.0,9.92,9.92,0.574478,529.0,54.39,8.46,8.46,0.48346,627.0,56.1,8.2,8.2,0.0,660.0,0.0,0.177265,0.102817,
1120,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.96,0.0,9.7,9.7,0.0,552.0,0.0,8.3,8.3,0.0,593.0,0.0,8.27,8.27,0.061101,594.0,0.031064,8.3,8.3,0.0,593.0,0.0,0.222447,0.222447,
1120,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.39,1.68,9.35,9.35,0.0,540.0,0.0,9.21,9.21,0.0,522.0,0.0,7.94,7.94,1.784,622.0,110.2,8.8,8.8,0.0,556.0,0.0,0.252734,0.060274,

1121,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.43,0.760624,9.54,9.54,0.0,175.9,0.0,8.88,8.88,1.126,182.7,44.48,8.67,8.67,1.86,215.1,63.48,9.6,9.6,0.0,163.1,0.0,0.441908,0.243459,
1121,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.14,0.0,9.89,9.89,0.0,175.6,0.0,9.2,9.2,0.0,191.1,0.0,9.19,9.19,0.061101,191.1,0.013492,9.2,9.2,0.0,191.1,0.0,0.601195,0.601195,
1121,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.98,1.22,9.65,9.65,0.0,182.9,0.0,9.53,9.53,0.0,178.1,0.0,9.02,9.02,2.451,214.8,13.13,9.9,9.9,0.0,207.8,0.0,0.428046,0.055539,

1122,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.06,0.490277,6.25,6.25,0.0,369.2,0.0,6.3,6.3,1.059,359.5,43.6,5.64,5.64,0.417612,435.2,186.6,5.4,5.4,0.0,498.7,0.0,0.233197,0.12128,
1122,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.14,0.0,6.14,6.14,0.0,368.9,0.0,5.3,5.3,0.0,417.1,0.0,5.33,5.33,0.061101,417.1,0.017493,5.3,5.3,0.0,417.1,0.0,0.353005,0.353005,
1122,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.79,1.22,5.28,5.28,0.0,343.6,0.0,5.26,5.26,0.0,350.3,0.0,4.21,4.21,1.689,415.6,121.1,5.1,5.1,0.0,321.7,0.0,0.353937,0.060219,

1123,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.48,0.711053,10.03,10.03,0.0,148.6,0.0,9.9,9.9,1.054,149.9,26.54,9.72,9.72,0.727736,193.1,90.14,9.3,9.3,0.0,199.9,0.0,0.273208,0.177051,
1123,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.32,0.0,9.01,9.01,0.0,150.0,0.0,9.1,9.1,0.0,163.0,0.0,9.08,9.08,0.04,163.0,0.004836,9.1,9.1,0.0,163.0,0.0,0.563361,0.563361,
1123,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.71,1.22,9.53,9.53,0.0,157.4,0.0,9.43,9.43,0.0,154.6,0.0,9.56,9.56,1.399,183.2,11.28,8.8,8.8,0.0,187.3,0.0,0.391787,0.051105,

1124,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.36,0.743868,8.95,8.95,0.0,356.9,0.0,8.31,8.31,1.125,408.1,98.66,8.14,8.14,0.88,448.3,77.86,7.7,7.7,0.0,343.7,0.0,0.448787,0.241754,
1124,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.380000000000003,0.0,7.64,7.64,0.0,353.9,0.0,7.3,7.3,0.0,357.1,0.0,7.32,7.32,0.04,357.1,0.018374,7.3,7.3,0.0,357.1,0.0,0.644903,0.644903,
1124,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.63,0.79,8.28,8.28,0.0,382.6,0.0,8.17,8.17,0.0,381.1,0.0,7.87,7.87,0.235797,415.0,40.4,8.0,8.0,0.0,395.6,0.0,0.477296,0.044106,

1125,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.97,0.486776,6.58,6.58,0.0,423.4,0.0,6.58,6.58,1.03,413.5,49.32,6.13,6.13,0.26,466.9,78.31,6.0,6.0,0.0,431.9,0.0,0.232315,0.119274,
1125,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.16,0.0,6.29,6.29,0.0,422.1,0.0,5.6,5.6,0.0,471.3,0.0,5.61,5.61,0.061101,471.3,0.025593,5.6,5.6,0.0,471.3,0.0,0.243709,0.243709,
1125,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.72,1.22,5.42,5.42,0.0,388.8,0.0,5.39,5.39,0.0,395.5,0.0,5.05,5.05,1.323,500.0,121.2,5.8,5.8,0.0,506.0,0.0,0.260347,0.059864,

1126,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.26,0.619987,7.14,7.14,0.0,583.0,0.0,7.1,7.1,1.291,568.0,76.92,6.44,6.44,0.2498,655.0,229.1,6.3,6.3,0.0,734.0,0.0,0.263412,0.135423,
1126,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.36,0.0,7.0,7.0,0.0,583.0,0.0,6.0,6.0,0.0,630.0,0.0,5.97,5.97,0.061101,630.0,0.016606,6.0,6.0,0.0,630.0,0.0,0.34208,0.34208,
1126,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.94,1.22,6.28,6.28,0.0,554.0,0.0,6.19,6.19,0.0,563.0,0.0,5.79,5.79,1.981,630.0,189.9,6.8,6.8,0.0,498.2,0.0,0.351191,0.062936,

1127,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.63,0.499219,6.51,6.51,0.0,396.0,0.0,6.57,6.57,1.089,387.3,52.66,6.07,6.07,0.14,425.8,7.072,6.0,6.0,0.0,429.3,0.0,0.307859,0.135967,
1127,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.68,0.0,6.44,6.44,0.0,395.6,0.0,5.3,5.3,0.0,418.0,0.0,5.32,5.32,0.04,418.0,0.047307,5.3,5.3,0.0,418.0,0.0,0.280145,0.280145,
1127,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.25,1.15,5.69,5.69,0.0,373.8,0.0,5.69,5.69,0.0,374.7,0.0,4.88,4.88,1.518,439.7,62.73,5.7,5.7,0.0,408.5,0.0,0.307115,0.055565,

1128,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.98,0.441682,7.91,7.91,0.0,512.0,0.0,7.89,7.89,0.738232,504.0,61.59,7.19,7.19,0.941771,547.0,45.21,6.7,6.7,0.0,569.0,0.0,0.287846,0.122202,
1128,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.36,0.0,7.35,7.35,0.0,512.0,0.0,6.1,6.1,0.0,570.0,0.0,6.07,6.07,0.061101,570.0,0.083588,6.1,6.1,0.0,570.0,0.0,0.253222,0.253222,
1128,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.93,1.78,6.68,6.68,0.0,490.3,0.0,6.47,6.47,0.0,490.1,0.0,5.64,5.64,1.361,584.0,115.9,6.3,6.3,0.0,572.0,0.0,0.282689,0.062258,

1129,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.32,0.930854,4.51,4.51,0.0,434.2,0.0,4.53,4.53,1.545,420.8,78.62,4.21,4.21,0.151438,466.5,9.952,4.3,4.3,0.0,461.5,0.0,0.399856,0.186835,
1129,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.439999999999998,0.0,4.35,4.35,0.0,434.2,0.0,3.5,3.5,0.0,465.9,0.0,3.53,3.53,0.061101,465.9,0.008915,3.5,3.5,0.0,465.9,0.0,0.3887,0.3887,
1129,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.27,1.78,3.28,3.28,0.0,409.4,0.0,3.23,3.23,0.0,425.4,0.0,3.13,3.13,2.34,488.4,146.4,4.3,4.3,0.0,432.3,0.0,0.400162,0.059375,

1130,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.13,0.513583,7.42,7.42,0.0,356.2,0.0,7.37,7.37,1.071,345.1,40.57,6.9,6.9,0.246847,398.5,6.981,6.8,6.8,0.0,402.0,0.0,0.258489,0.11756,
1130,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.3,0.0,7.18,7.18,0.0,355.5,0.0,6.4,6.4,0.0,396.6,0.0,6.4,6.4,0.0,396.6,0.023521,6.4,6.4,0.0,396.6,0.0,0.228999,0.228999,
1130,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.76,1.22,6.55,6.55,0.0,338.8,0.0,6.47,6.47,0.0,342.9,0.0,6.11,6.11,1.325,414.9,71.49,6.8,6.8,0.0,405.5,0.0,0.245359,0.062512,

1131,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.87,0.985623,7.82,7.82,0.0,492.6,0.0,7.78,7.78,2.049,477.5,129.8,7.2,7.2,0.3646,557.0,19.07,7.0,7.0,0.0,566.0,0.0,0.55028,0.271832,
1131,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.92,0.0,7.75,7.75,0.0,492.3,0.0,7.2,7.2,0.0,550.0,0.0,7.25,7.25,0.083267,550.0,0.039541,7.2,7.2,0.0,550.0,0.0,0.561571,0.561571,
1131,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.25,0.84,6.29,6.29,0.0,431.6,0.0,6.15,6.15,0.0,438.7,0.0,5.72,5.72,3.347,551.0,133.5,7.6,7.6,0.0,477.9,0.0,0.547336,0.052972,

1132,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,17.34,0.425517,12.85,12.85,0.0,121.7,0.0,12.82,12.82,1.455,105.3,34.17,14.4,14.4,5.326,164.1,66.96,12.3,12.3,0.0,177.9,0.0,0.379567,0.324501,
1132,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,34.96,0.0,11.39,11.39,0.0,186.6,0.0,12.1,12.1,0.0,247.4,0.0,12.07,12.07,0.084853,247.4,0.020119,12.1,12.1,0.0,247.4,0.0,0.265815,0.265815,
1132,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,X,35.26,1.77,11.14,11.14,0.0,180.6,0.0,10.93,10.93,0.0,169.7,0.0,11.82,11.82,0.226274,245.6,16.19,11.9,11.9,0.0,239.9,0.0,0.264772,0.063542,

1133,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.96,0.357957,8.37,8.37,0.0,456.0,0.0,8.28,8.28,0.589532,442.4,44.36,7.87,7.87,0.061101,488.6,1.254,7.9,7.9,0.0,488.0,0.0,0.237947,0.100271,
1133,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.9,0.0,8.45,8.45,0.0,456.0,0.0,7.8,7.8,0.0,480.8,0.0,7.8,7.8,7.179060695831972E-15,480.8,0.0102,7.8,7.8,0.0,480.8,0.0,0.214751,0.214751,
1133,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.94,1.78,7.27,7.27,0.0,424.3,0.0,7.06,7.06,0.0,419.3,0.0,6.59,6.59,1.884,514.0,194.5,7.5,7.5,0.0,465.8,0.0,0.268749,0.065285,

1134,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.36,0.365396,8.51,8.51,0.0,364.1,0.0,8.48,8.48,0.581657,346.7,39.57,7.44,7.44,0.2498,390.3,38.41,7.3,7.3,0.0,372.8,0.0,0.194158,0.114133,
1134,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.42,0.0,8.43,8.43,0.0,364.0,0.0,7.1,7.1,0.0,387.9,0.0,7.11,7.11,0.083267,387.9,0.026336,7.1,7.1,0.0,387.9,0.0,0.225271,0.225271,
1134,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.05,1.68,7.76,7.76,0.0,344.2,0.0,7.6,7.6,0.0,343.5,0.0,6.45,6.45,1.411,415.3,105.6,7.1,7.1,0.0,394.8,0.0,0.261263,0.070424,

1135,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.85,0.391995,9.86,9.86,0.0,245.0,0.0,9.74,9.74,0.622948,238.4,30.89,9.38,9.38,0.208167,269.4,4.745,9.3,9.3,0.0,270.2,0.0,0.291759,0.129572,
1135,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.92,0.0,9.78,9.78,0.0,245.1,0.0,9.0,9.0,0.0,267.5,0.0,9.05,9.05,0.083267,267.7,0.285356,9.0,9.0,0.0,267.5,0.0,0.266164,0.266164,
1135,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.56,1.29,9.3,9.3,0.0,235.9,0.0,9.16,9.16,0.0,227.4,0.0,8.31,8.31,0.532666,271.9,23.82,8.6,8.6,0.0,260.2,0.0,0.271747,0.047145,

1136,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.44,1.067,10.16,10.16,0.0,148.3,0.0,10.02,10.02,1.598,143.9,28.96,9.76,9.76,2.209,170.4,70.01,9.3,9.3,0.0,178.7,0.0,0.353471,0.201251,
1136,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.82,0.0,9.73,9.73,0.0,149.1,0.0,9.2,9.2,0.0,163.2,0.0,9.25,9.25,0.083267,163.2,0.010426,9.2,9.2,0.0,163.2,0.0,0.4321,0.4321,
1136,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.99,1.86,8.46,8.46,0.0,143.3,0.0,8.4,8.4,0.0,138.3,0.0,8.51,8.51,0.910165,164.4,10.23,8.9,8.9,0.0,163.4,0.0,0.4391,0.058784,

1137,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.44,0.639523,8.96,8.96,0.0,465.1,0.0,8.91,8.91,1.134,453.3,87.55,8.29,8.29,0.647868,505.0,101.6,8.5,8.5,0.0,417.4,0.0,0.362792,0.193139,
1137,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.3,0.0,9.15,9.15,0.0,465.8,0.0,8.0,8.0,0.0,490.4,0.0,8.0,8.0,0.0,490.4,0.030055,8.0,8.0,0.0,490.4,0.0,0.438345,0.438345,
1137,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.05,1.15,8.07,8.07,0.0,450.0,0.0,8.05,8.05,0.0,447.2,0.0,6.88,6.88,1.32,516.0,71.43,7.6,7.6,0.0,516.0,0.0,0.436976,0.062071,

1138,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,33.21,0.584547,14.29,14.29,0.0,145.8,0.0,14.25,14.25,0.97816,146.4,15.73,13.84,13.84,0.721249,163.5,11.17,14.1,14.1,0.0,159.6,0.0,0.243871,0.107445,
1138,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,32.78,0.0,14.65,14.65,0.0,145.0,0.0,14.0,14.0,0.0,166.2,0.0,13.96,13.96,0.113137,166.2,0.006851,14.0,14.0,0.0,166.2,0.0,0.244242,0.244242,
1138,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,33.18,2.14,14.22,14.22,0.0,145.9,0.0,14.18,14.18,0.0,142.1,0.0,13.91,13.91,1.103,161.9,2.388,14.3,14.3,0.0,162.8,0.0,0.221385,0.069776,

1139,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.89,0.629932,7.63,7.63,0.0,147.6,0.0,7.39,7.39,1.441,152.1,23.29,6.98,6.98,1.288,170.2,44.16,6.6,6.6,0.0,143.8,0.0,0.290398,0.153123,
1139,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.6,0.0,6.62,6.62,0.0,148.0,0.0,6.3,6.3,0.0,164.4,0.0,6.3,6.3,0.0,164.4,0.006585,6.3,6.3,0.0,164.4,0.0,0.379246,0.379246,
1139,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.25,1.78,5.74,5.74,0.0,141.1,0.0,5.53,5.53,0.0,142.4,0.0,6.05,6.05,0.818535,165.7,22.26,6.4,6.4,0.0,158.8,0.0,0.406998,0.06981,

1140,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,IGNORED,17.24,0.249777,2.57,2.57,0.0,55.46,0.0,2.48,2.48,0.811911,57.24,13.85,0.84,0.84,2.716,140.5,50.21,1.76,1.76,0.0,157.2,0.0,0.161105,0.241964,
1140,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,34.980000000000004,0.0,20.25,20.25,0.0,132.8,0.0,19.8,19.8,0.0,139.2,0.0,19.81,19.81,0.028284,139.2,7.02127070421237E-4,19.8,19.8,0.0,139.2,0.0,0.382935,0.382935,
